database_name,question_id,question,difficulty,sql_query,template
drawSQL-mysql-export-2026-02-02_robots,6,Show me all of our robots rule allowed.,EASY,SELECT * FROM robots_rule;,SELECT * FROM table_name;
drawSQL-mysql-export-2026-02-02_robots,7,Can you look up a specific robots rule allowed?,EASY,SELECT * FROM robots_rule WHERE id = ?;,SELECT * FROM table_name WHERE id = num;
drawSQL-mysql-export-2026-02-02_robots,8,What are the different rule id values we have?,EASY,SELECT * FROM robots_rule LIMIT 10;,SELECT * FROM table_name LIMIT num;
drawSQL-mysql-export-2026-02-02_robots,9,Show me each robots rule along with its related details.,MEDIUM,"SELECT t.*, c.*
FROM robots_rule t
LEFT JOIN robots_rule_allowed c ON c.rule_id = t.id;","SELECT table_alias0.*, table_alias1.* FROM table_name table_alias0 LEFT JOIN table_name table_alias1 ON table_alias1.col_name = table_alias0.id;"
drawSQL-mysql-export-2026-02-02_robots,10,Break it down by type or category—how many robots rule in each?,MEDIUM,"SELECT robot, COUNT(*) as count FROM robots_rule GROUP BY robot;","SELECT col_name, COUNT(*) as count FROM table_name GROUP BY col_name;"
drawSQL-mysql-export-2026-02-02_robots,11,Are there any robots rule that don't have a match somewhere else?,MEDIUM,"SELECT * FROM robots_rule
WHERE id NOT IN (SELECT DISTINCT rule_id FROM robots_rule_allowed WHERE rule_id IS NOT NULL);",SELECT * FROM table_name WHERE id NOT IN (SELECT DISTINCT col_name FROM table_name WHERE col_name IS NOT NULL);
drawSQL-mysql-export-2026-02-02_robots,12,"For each group, what's in the top 3?",MEDIUM,SELECT * FROM robots_rule LIMIT 10;,SELECT * FROM table_name LIMIT num;
drawSQL-mysql-export-2026-02-02_robots,13,Break it down by type or category—how many robots rule allowed in each?,MEDIUM,"SELECT robot, COUNT(*) as count FROM robots_rule GROUP BY robot;","SELECT col_name, COUNT(*) as count FROM table_name GROUP BY col_name;"
drawSQL-mysql-export-2026-02-02_robots,14,Are there any robots rule allowed that don't have a match somewhere else?,MEDIUM,"SELECT * FROM robots_rule
WHERE id NOT IN (SELECT DISTINCT rule_id FROM robots_rule_allowed WHERE rule_id IS NOT NULL);",SELECT * FROM table_name WHERE id NOT IN (SELECT DISTINCT col_name FROM table_name WHERE col_name IS NOT NULL);
drawSQL-mysql-export-2026-02-02_robots,15,Break it down by type or category—how many robots rule disallowed in each?,MEDIUM,"SELECT robot, COUNT(*) as count FROM robots_rule GROUP BY robot;","SELECT col_name, COUNT(*) as count FROM table_name GROUP BY col_name;"
drawSQL-mysql-export-2026-02-02_robots,16,Are there any robots rule disallowed that don't have a match somewhere else?,MEDIUM,"SELECT * FROM robots_rule
WHERE id NOT IN (SELECT DISTINCT rule_id FROM robots_rule_allowed WHERE rule_id IS NOT NULL);",SELECT * FROM table_name WHERE id NOT IN (SELECT DISTINCT col_name FROM table_name WHERE col_name IS NOT NULL);
drawSQL-mysql-export-2026-02-02_robots,17,I need a report that pulls together info from several different places.,HARD,"SELECT * FROM robots_rule_allowed
LEFT JOIN robots_url ON robots_rule_allowed.url_id = robots_url.id
LEFT JOIN robots_rule ON robots_rule_allowed.rule_id = robots_rule.id;",SELECT * FROM table_name LEFT JOIN table_name ON table_name.col_name = table_name.id LEFT JOIN table_name ON table_name.col_name = table_name.id;
drawSQL-mysql-export-2026-02-02_robots,18,"Can you do a multi-step analysis: group things, filter, then rank the results?",HARD,"WITH grouped AS (
  SELECT robot, COUNT(*) as cnt FROM robots_rule GROUP BY robot
)
SELECT * FROM grouped WHERE cnt > 1 ORDER BY cnt DESC;","WITH grouped AS ( SELECT col_name, COUNT(*) as cnt FROM table_name GROUP BY col_name ) SELECT * FROM grouped WHERE cnt > num ORDER BY cnt DESC;"
drawSQL-mysql-export-2026-02-02_robots,19,Who or what is the best in each group?,HARD,"SELECT * FROM (
  SELECT *, ROW_NUMBER() OVER (PARTITION BY robot ORDER BY id DESC) as rn
  FROM robots_rule
) WHERE rn = 1;","SELECT * FROM ( SELECT *, ROW_NUMBER() OVER (PARTITION BY col_name ORDER BY id DESC) as column_alias0 FROM table_name ) WHERE column_alias0 = num;"
drawSQL-mysql-export-2026-02-02_robots,20,Which ones are above average compared to others in their group?,HARD,SELECT * FROM robots_rule LIMIT 10;,SELECT * FROM table_name LIMIT num;
drawSQL-mysql-export-2026-02-02_silk,1,How many silk profile do we have?,EASY,SELECT COUNT(*) FROM silk_profile;,SELECT COUNT(*) FROM table_name;
drawSQL-mysql-export-2026-02-02_silk,2,Show me all of our silk profile.,EASY,SELECT * FROM silk_profile;,SELECT * FROM table_name;
drawSQL-mysql-export-2026-02-02_silk,3,Can you look up a specific silk profile?,EASY,SELECT * FROM silk_profile WHERE id = ?;,SELECT * FROM table_name WHERE id = num;
drawSQL-mysql-export-2026-02-02_silk,4,Find the silk profile with a certain name or email.,EASY,SELECT * FROM silk_profile WHERE name = ?;,SELECT * FROM table_name WHERE col_name = num;
drawSQL-mysql-export-2026-02-02_silk,5,What are the different name values we have?,EASY,SELECT * FROM silk_profile LIMIT 10;,SELECT * FROM table_name LIMIT num;
drawSQL-mysql-export-2026-02-02_silk,6,How many silk profile queries do we have?,EASY,SELECT COUNT(*) FROM silk_profile;,SELECT COUNT(*) FROM table_name;
drawSQL-mysql-export-2026-02-02_silk,7,Show me all of our silk profile queries.,EASY,SELECT * FROM silk_profile;,SELECT * FROM table_name;
drawSQL-mysql-export-2026-02-02_silk,8,Can you look up a specific silk profile query?,EASY,SELECT * FROM silk_profile WHERE id = ?;,SELECT * FROM table_name WHERE id = num;
drawSQL-mysql-export-2026-02-02_silk,9,Show me each silk profile along with its related details.,MEDIUM,"SELECT t.*, c.*
FROM silk_profile t
LEFT JOIN silk_profile_queries c ON c.profile_id = t.id;","SELECT table_alias0.*, table_alias1.* FROM table_name table_alias0 LEFT JOIN table_name table_alias1 ON table_alias1.col_name = table_alias0.id;"
drawSQL-mysql-export-2026-02-02_silk,10,Break it down by type or category—how many silk profile in each?,MEDIUM,"SELECT name, COUNT(*) as count FROM silk_profile GROUP BY name;","SELECT col_name, COUNT(*) as count FROM table_name GROUP BY col_name;"
drawSQL-mysql-export-2026-02-02_silk,11,Are there any silk profile that don't have a match somewhere else?,MEDIUM,"SELECT * FROM silk_profile
WHERE id NOT IN (SELECT DISTINCT profile_id FROM silk_profile_queries WHERE profile_id IS NOT NULL);",SELECT * FROM table_name WHERE id NOT IN (SELECT DISTINCT col_name FROM table_name WHERE col_name IS NOT NULL);
drawSQL-mysql-export-2026-02-02_silk,12,"For each group, what's in the top 3?",MEDIUM,SELECT * FROM silk_profile LIMIT 10;,SELECT * FROM table_name LIMIT num;
drawSQL-mysql-export-2026-02-02_silk,13,Break it down by type or category—how many silk profile queries in each?,MEDIUM,"SELECT name, COUNT(*) as count FROM silk_profile GROUP BY name;","SELECT col_name, COUNT(*) as count FROM table_name GROUP BY col_name;"
drawSQL-mysql-export-2026-02-02_silk,14,Are there any silk profile queries that don't have a match somewhere else?,MEDIUM,"SELECT * FROM silk_profile
WHERE id NOT IN (SELECT DISTINCT profile_id FROM silk_profile_queries WHERE profile_id IS NOT NULL);",SELECT * FROM table_name WHERE id NOT IN (SELECT DISTINCT col_name FROM table_name WHERE col_name IS NOT NULL);
drawSQL-mysql-export-2026-02-02_silk,15,Show me each silk request along with its related details.,MEDIUM,"SELECT t.*, c.*
FROM silk_profile t
LEFT JOIN silk_profile_queries c ON c.profile_id = t.id;","SELECT table_alias0.*, table_alias1.* FROM table_name table_alias0 LEFT JOIN table_name table_alias1 ON table_alias1.col_name = table_alias0.id;"
drawSQL-mysql-export-2026-02-02_silk,16,Break it down by type or category—how many silk request in each?,MEDIUM,"SELECT name, COUNT(*) as count FROM silk_profile GROUP BY name;","SELECT col_name, COUNT(*) as count FROM table_name GROUP BY col_name;"
drawSQL-mysql-export-2026-02-02_silk,17,I need a report that pulls together info from several different places.,HARD,"SELECT * FROM silk_profile
LEFT JOIN silk_request ON silk_profile.request_id = silk_request.id;",SELECT * FROM table_name LEFT JOIN table_name ON table_name.col_name = table_name.id;
drawSQL-mysql-export-2026-02-02_silk,18,"Can you do a multi-step analysis: group things, filter, then rank the results?",HARD,"WITH grouped AS (
  SELECT name, COUNT(*) as cnt FROM silk_profile GROUP BY name
)
SELECT * FROM grouped WHERE cnt > 1 ORDER BY cnt DESC;","WITH grouped AS ( SELECT col_name, COUNT(*) as cnt FROM table_name GROUP BY col_name ) SELECT * FROM grouped WHERE cnt > num ORDER BY cnt DESC;"
drawSQL-mysql-export-2026-02-02_silk,19,Who or what is the best in each group?,HARD,"SELECT * FROM (
  SELECT *, ROW_NUMBER() OVER (PARTITION BY name ORDER BY id DESC) as rn
  FROM silk_profile
) WHERE rn = 1;","SELECT * FROM ( SELECT *, ROW_NUMBER() OVER (PARTITION BY col_name ORDER BY id DESC) as column_alias0 FROM table_name ) WHERE column_alias0 = num;"
drawSQL-mysql-export-2026-02-02_silk,20,Which ones are above average compared to others in their group?,HARD,SELECT * FROM silk_profile LIMIT 10;,SELECT * FROM table_name LIMIT num;
drawSQL-mysql-export-2026-02-02_taggit,1,How many taggit tag do we have?,EASY,SELECT COUNT(*) FROM taggit_tag;,SELECT COUNT(*) FROM table_name;
drawSQL-mysql-export-2026-02-02_taggit,2,Show me all of our taggit tag.,EASY,SELECT * FROM taggit_tag;,SELECT * FROM table_name;
drawSQL-mysql-export-2026-02-02_taggit,3,Can you look up a specific taggit tag?,EASY,SELECT * FROM taggit_tag WHERE id = ?;,SELECT * FROM table_name WHERE id = num;
drawSQL-mysql-export-2026-02-02_taggit,4,Find the taggit tag with a certain name or email.,EASY,SELECT * FROM taggit_tag WHERE name = ?;,SELECT * FROM table_name WHERE col_name = num;
drawSQL-mysql-export-2026-02-02_taggit,5,What are the different name values we have?,EASY,SELECT * FROM taggit_tag LIMIT 10;,SELECT * FROM table_name LIMIT num;
drawSQL-mysql-export-2026-02-02_taggit,6,How many taggit taggeditem do we have?,EASY,SELECT COUNT(*) FROM taggit_tag;,SELECT COUNT(*) FROM table_name;
drawSQL-mysql-export-2026-02-02_taggit,7,Show me all of our taggit taggeditem.,EASY,SELECT * FROM taggit_tag;,SELECT * FROM table_name;
drawSQL-mysql-export-2026-02-02_taggit,8,Can you look up a specific taggit taggeditem?,EASY,SELECT * FROM taggit_tag WHERE id = ?;,SELECT * FROM table_name WHERE id = num;
drawSQL-mysql-export-2026-02-02_taggit,9,Show me each taggit tag along with its related details.,MEDIUM,"SELECT t.*, c.*
FROM taggit_tag t
LEFT JOIN taggit_taggeditem c ON c.tag_id = t.id;","SELECT table_alias0.*, table_alias1.* FROM table_name table_alias0 LEFT JOIN table_name table_alias1 ON table_alias1.col_name = table_alias0.id;"
drawSQL-mysql-export-2026-02-02_taggit,10,Break it down by type or category—how many taggit tag in each?,MEDIUM,"SELECT name, COUNT(*) as count FROM taggit_tag GROUP BY name;","SELECT col_name, COUNT(*) as count FROM table_name GROUP BY col_name;"
drawSQL-mysql-export-2026-02-02_taggit,11,Are there any taggit tag that don't have a match somewhere else?,MEDIUM,"SELECT * FROM taggit_tag
WHERE id NOT IN (SELECT DISTINCT tag_id FROM taggit_taggeditem WHERE tag_id IS NOT NULL);",SELECT * FROM table_name WHERE id NOT IN (SELECT DISTINCT col_name FROM table_name WHERE col_name IS NOT NULL);
drawSQL-mysql-export-2026-02-02_taggit,12,"For each group, what's in the top 3?",MEDIUM,"SELECT * FROM (
  SELECT *, ROW_NUMBER() OVER (PARTITION BY content_type_id ORDER BY id DESC) as rn
  FROM taggit_taggeditem
) WHERE rn <= 3;","SELECT * FROM ( SELECT *, ROW_NUMBER() OVER (PARTITION BY col_name ORDER BY id DESC) as column_alias0 FROM table_name ) WHERE column_alias0 <= num;"
drawSQL-mysql-export-2026-02-02_taggit,13,Break it down by type or category—how many taggit taggeditem in each?,MEDIUM,"SELECT name, COUNT(*) as count FROM taggit_tag GROUP BY name;","SELECT col_name, COUNT(*) as count FROM table_name GROUP BY col_name;"
drawSQL-mysql-export-2026-02-02_taggit,14,Are there any taggit taggeditem that don't have a match somewhere else?,MEDIUM,"SELECT * FROM taggit_tag
WHERE id NOT IN (SELECT DISTINCT tag_id FROM taggit_taggeditem WHERE tag_id IS NOT NULL);",SELECT * FROM table_name WHERE id NOT IN (SELECT DISTINCT col_name FROM table_name WHERE col_name IS NOT NULL);
drawSQL-mysql-export-2026-02-02_taggit,15,Are there any that exist in one list but not the other?,MEDIUM,SELECT * FROM taggit_tag LIMIT 10;,SELECT * FROM table_name LIMIT num;
drawSQL-mysql-export-2026-02-02_taggit,16,How did the numbers change compared to last month?,MEDIUM,SELECT * FROM taggit_tag LIMIT 10;,SELECT * FROM table_name LIMIT num;
drawSQL-mysql-export-2026-02-02_taggit,17,I need a report that pulls together info from several different places.,HARD,"SELECT * FROM taggit_taggeditem
LEFT JOIN taggit_tag ON taggit_taggeditem.tag_id = taggit_tag.id;",SELECT * FROM table_name LEFT JOIN table_name ON table_name.col_name = table_name.id;
drawSQL-mysql-export-2026-02-02_taggit,18,"Can you do a multi-step analysis: group things, filter, then rank the results?",HARD,"WITH grouped AS (
  SELECT name, COUNT(*) as cnt FROM taggit_tag GROUP BY name
)
SELECT * FROM grouped WHERE cnt > 1 ORDER BY cnt DESC;","WITH grouped AS ( SELECT col_name, COUNT(*) as cnt FROM table_name GROUP BY col_name ) SELECT * FROM grouped WHERE cnt > num ORDER BY cnt DESC;"
drawSQL-mysql-export-2026-02-02_taggit,19,Who or what is the best in each group?,HARD,"SELECT * FROM (
  SELECT *, ROW_NUMBER() OVER (PARTITION BY name ORDER BY id DESC) as rn
  FROM taggit_tag
) WHERE rn = 1;","SELECT * FROM ( SELECT *, ROW_NUMBER() OVER (PARTITION BY col_name ORDER BY id DESC) as column_alias0 FROM table_name ) WHERE column_alias0 = num;"
drawSQL-mysql-export-2026-02-02_taggit,20,Which ones are above average compared to others in their group?,HARD,SELECT * FROM taggit_tag LIMIT 10;,SELECT * FROM table_name LIMIT num;
drawSQL-mysql-export-2026-02-02_two_factor_auth,1,How many people signed up last month?,EASY,"SELECT COUNT(*) FROM auth_user
WHERE date_joined >= date('now', '-1 month');","SELECT COUNT(*) FROM table_name WHERE col_name >= date(string, string);"
drawSQL-mysql-export-2026-02-02_two_factor_auth,2,How many users do we have?,EASY,SELECT COUNT(*) FROM auth_user;,SELECT COUNT(*) FROM table_name;
drawSQL-mysql-export-2026-02-02_two_factor_auth,3,Show me all of our users.,EASY,SELECT * FROM auth_user;,SELECT * FROM table_name;
drawSQL-mysql-export-2026-02-02_two_factor_auth,4,Can you look up a specific user?,EASY,SELECT * FROM auth_user WHERE id = ?;,SELECT * FROM table_name WHERE id = num;
drawSQL-mysql-export-2026-02-02_two_factor_auth,5,Find the user with a certain name or email.,EASY,SELECT * FROM auth_user WHERE username = ?;,SELECT * FROM table_name WHERE col_name = num;
drawSQL-mysql-export-2026-02-02_two_factor_auth,6,Which users are currently active or turned on?,EASY,SELECT * FROM auth_user LIMIT 10;,SELECT * FROM table_name LIMIT num;
drawSQL-mysql-export-2026-02-02_two_factor_auth,7,What users were added or changed recently?,EASY,SELECT * FROM auth_user ORDER BY date_joined DESC LIMIT 50;,SELECT * FROM table_name ORDER BY col_name DESC LIMIT num;
drawSQL-mysql-export-2026-02-02_two_factor_auth,8,What are the different password values we have?,EASY,SELECT * FROM auth_user LIMIT 10;,SELECT * FROM table_name LIMIT num;
drawSQL-mysql-export-2026-02-02_two_factor_auth,9,Who are our most active users?,MEDIUM,SELECT * FROM auth_user LIMIT 10;,SELECT * FROM table_name LIMIT num;
drawSQL-mysql-export-2026-02-02_two_factor_auth,10,Show me each user along with its related details.,MEDIUM,"SELECT t.*, c.*
FROM auth_user t
LEFT JOIN two_factor_phonedevice c ON c.user_id = t.id;","SELECT table_alias0.*, table_alias1.* FROM table_name table_alias0 LEFT JOIN table_name table_alias1 ON table_alias1.col_name = table_alias0.id;"
drawSQL-mysql-export-2026-02-02_two_factor_auth,11,How many users did we have last month?,MEDIUM,"SELECT COUNT(*) FROM auth_user
WHERE date_joined >= date('now', '-1 month');","SELECT COUNT(*) FROM table_name WHERE col_name >= date(string, string);"
drawSQL-mysql-export-2026-02-02_two_factor_auth,12,Break it down by type or category—how many users in each?,MEDIUM,"SELECT password, COUNT(*) as count FROM auth_user GROUP BY password;","SELECT col_name, COUNT(*) as count FROM table_name GROUP BY col_name;"
drawSQL-mysql-export-2026-02-02_two_factor_auth,13,Are there any users that don't have a match somewhere else?,MEDIUM,"SELECT * FROM auth_user
WHERE id NOT IN (SELECT DISTINCT user_id FROM two_factor_phonedevice WHERE user_id IS NOT NULL);",SELECT * FROM table_name WHERE id NOT IN (SELECT DISTINCT col_name FROM table_name WHERE col_name IS NOT NULL);
drawSQL-mysql-export-2026-02-02_two_factor_auth,14,"For each group, what's in the top 3?",MEDIUM,SELECT * FROM auth_user LIMIT 10;,SELECT * FROM table_name LIMIT num;
drawSQL-mysql-export-2026-02-02_two_factor_auth,15,Break it down by type or category—how many two factor phonedevice in each?,MEDIUM,"SELECT password, COUNT(*) as count FROM auth_user GROUP BY password;","SELECT col_name, COUNT(*) as count FROM table_name GROUP BY col_name;"
drawSQL-mysql-export-2026-02-02_two_factor_auth,16,Are there any two factor phonedevice that don't have a match somewhere else?,MEDIUM,"SELECT * FROM auth_user
WHERE id NOT IN (SELECT DISTINCT user_id FROM two_factor_phonedevice WHERE user_id IS NOT NULL);",SELECT * FROM table_name WHERE id NOT IN (SELECT DISTINCT col_name FROM table_name WHERE col_name IS NOT NULL);
drawSQL-mysql-export-2026-02-02_two_factor_auth,17,I need a report that pulls together info from several different places.,HARD,"SELECT * FROM two_factor_phonedevice
LEFT JOIN auth_user ON two_factor_phonedevice.user_id = auth_user.id;",SELECT * FROM table_name LEFT JOIN table_name ON table_name.col_name = table_name.id;
drawSQL-mysql-export-2026-02-02_two_factor_auth,18,"Can you do a multi-step analysis: group things, filter, then rank the results?",HARD,"WITH grouped AS (
  SELECT password, COUNT(*) as cnt FROM auth_user GROUP BY password
)
SELECT * FROM grouped WHERE cnt > 1 ORDER BY cnt DESC;","WITH grouped AS ( SELECT col_name, COUNT(*) as cnt FROM table_name GROUP BY col_name ) SELECT * FROM grouped WHERE cnt > num ORDER BY cnt DESC;"
drawSQL-mysql-export-2026-02-02_two_factor_auth,19,Who or what is the best in each group?,HARD,"SELECT * FROM (
  SELECT *, ROW_NUMBER() OVER (PARTITION BY password ORDER BY id DESC) as rn
  FROM auth_user
) WHERE rn = 1;","SELECT * FROM ( SELECT *, ROW_NUMBER() OVER (PARTITION BY col_name ORDER BY id DESC) as column_alias0 FROM table_name ) WHERE column_alias0 = num;"
drawSQL-mysql-export-2026-02-02_two_factor_auth,20,Which ones are above average compared to others in their group?,HARD,SELECT * FROM auth_user LIMIT 10;,SELECT * FROM table_name LIMIT num;
drawSQL-mysql-export-2026-02-02_user_sessions,1,How many people signed up last month?,EASY,"SELECT COUNT(*) FROM auth_user
WHERE date_joined >= date('now', '-1 month');","SELECT COUNT(*) FROM table_name WHERE col_name >= date(string, string);"
drawSQL-mysql-export-2026-02-02_user_sessions,2,How many users do we have?,EASY,SELECT COUNT(*) FROM auth_user;,SELECT COUNT(*) FROM table_name;
drawSQL-mysql-export-2026-02-02_user_sessions,3,Show me all of our users.,EASY,SELECT * FROM auth_user;,SELECT * FROM table_name;
drawSQL-mysql-export-2026-02-02_user_sessions,4,Can you look up a specific user?,EASY,SELECT * FROM auth_user WHERE id = ?;,SELECT * FROM table_name WHERE id = num;
drawSQL-mysql-export-2026-02-02_user_sessions,5,Find the user with a certain name or email.,EASY,SELECT * FROM auth_user WHERE username = ?;,SELECT * FROM table_name WHERE col_name = num;
drawSQL-mysql-export-2026-02-02_user_sessions,6,Which users are currently active or turned on?,EASY,SELECT * FROM auth_user LIMIT 10;,SELECT * FROM table_name LIMIT num;
drawSQL-mysql-export-2026-02-02_user_sessions,7,What users were added or changed recently?,EASY,SELECT * FROM auth_user ORDER BY date_joined DESC LIMIT 50;,SELECT * FROM table_name ORDER BY col_name DESC LIMIT num;
drawSQL-mysql-export-2026-02-02_user_sessions,8,What are the different password values we have?,EASY,SELECT * FROM auth_user LIMIT 10;,SELECT * FROM table_name LIMIT num;
drawSQL-mysql-export-2026-02-02_user_sessions,9,Who are our most active users?,MEDIUM,SELECT * FROM auth_user LIMIT 10;,SELECT * FROM table_name LIMIT num;
drawSQL-mysql-export-2026-02-02_user_sessions,10,Show me each user along with its related details.,MEDIUM,"SELECT t.*, c.*
FROM auth_user t
LEFT JOIN user_sessions_session c ON c.user_id = t.id;","SELECT table_alias0.*, table_alias1.* FROM table_name table_alias0 LEFT JOIN table_name table_alias1 ON table_alias1.col_name = table_alias0.id;"
drawSQL-mysql-export-2026-02-02_user_sessions,11,How many users did we have last month?,MEDIUM,"SELECT COUNT(*) FROM auth_user
WHERE date_joined >= date('now', '-1 month');","SELECT COUNT(*) FROM table_name WHERE col_name >= date(string, string);"
drawSQL-mysql-export-2026-02-02_user_sessions,12,Break it down by type or category—how many users in each?,MEDIUM,"SELECT password, COUNT(*) as count FROM auth_user GROUP BY password;","SELECT col_name, COUNT(*) as count FROM table_name GROUP BY col_name;"
drawSQL-mysql-export-2026-02-02_user_sessions,13,Are there any users that don't have a match somewhere else?,MEDIUM,"SELECT * FROM auth_user
WHERE id NOT IN (SELECT DISTINCT user_id FROM user_sessions_session WHERE user_id IS NOT NULL);",SELECT * FROM table_name WHERE id NOT IN (SELECT DISTINCT col_name FROM table_name WHERE col_name IS NOT NULL);
drawSQL-mysql-export-2026-02-02_user_sessions,14,"For each group, what's in the top 3?",MEDIUM,SELECT * FROM auth_user LIMIT 10;,SELECT * FROM table_name LIMIT num;
drawSQL-mysql-export-2026-02-02_user_sessions,15,Are there any that exist in one list but not the other?,MEDIUM,SELECT * FROM auth_user LIMIT 10;,SELECT * FROM table_name LIMIT num;
drawSQL-mysql-export-2026-02-02_user_sessions,16,How did the numbers change compared to last month?,MEDIUM,"SELECT
  strftime('%Y-%m', date_joined) as period,
  COUNT(*) as count
FROM auth_user
WHERE date_joined >= date('now', '-2 months')
GROUP BY period
ORDER BY period;","SELECT strftime(string, col_name) as column_alias0, column_alias1(*) as column_alias1 FROM table_name WHERE col_name >= date(string, string) GROUP BY column_alias0 ORDER BY column_alias0;"
drawSQL-mysql-export-2026-02-02_user_sessions,17,I need a report that pulls together info from several different places.,HARD,"SELECT * FROM user_sessions_session
LEFT JOIN auth_user ON user_sessions_session.user_id = auth_user.id;",SELECT * FROM table_name LEFT JOIN table_name ON table_name.col_name = table_name.id;
drawSQL-mysql-export-2026-02-02_user_sessions,18,"Can you do a multi-step analysis: group things, filter, then rank the results?",HARD,"WITH grouped AS (
  SELECT password, COUNT(*) as cnt FROM auth_user GROUP BY password
)
SELECT * FROM grouped WHERE cnt > 1 ORDER BY cnt DESC;","WITH grouped AS ( SELECT col_name, COUNT(*) as cnt FROM table_name GROUP BY col_name ) SELECT * FROM grouped WHERE cnt > num ORDER BY cnt DESC;"
drawSQL-mysql-export-2026-02-02_user_sessions,19,Who or what is the best in each group?,HARD,"SELECT * FROM (
  SELECT *, ROW_NUMBER() OVER (PARTITION BY password ORDER BY id DESC) as rn
  FROM auth_user
) WHERE rn = 1;","SELECT * FROM ( SELECT *, ROW_NUMBER() OVER (PARTITION BY col_name ORDER BY id DESC) as column_alias0 FROM table_name ) WHERE column_alias0 = num;"
drawSQL-mysql-export-2026-02-02_user_sessions,20,Which ones are above average compared to others in their group?,HARD,SELECT * FROM auth_user LIMIT 10;,SELECT * FROM table_name LIMIT num;
drawSQL-mysql-export-2026-02-02_wagtail,1,How many people signed up last month?,EASY,SELECT COUNT(*) FROM auth_group;,SELECT COUNT(*) FROM table_name;
drawSQL-mysql-export-2026-02-02_wagtail,2,How many auth group do we have?,EASY,SELECT COUNT(*) FROM auth_group;,SELECT COUNT(*) FROM table_name;
drawSQL-mysql-export-2026-02-02_wagtail,3,Show me all of our auth group.,EASY,SELECT * FROM auth_group;,SELECT * FROM table_name;
drawSQL-mysql-export-2026-02-02_wagtail,4,Can you look up a specific auth group?,EASY,SELECT * FROM auth_group WHERE id = ?;,SELECT * FROM table_name WHERE id = num;
drawSQL-mysql-export-2026-02-02_wagtail,5,Find the auth group with a certain name or email.,EASY,SELECT * FROM auth_group WHERE name = ?;,SELECT * FROM table_name WHERE col_name = num;
drawSQL-mysql-export-2026-02-02_wagtail,6,What are the different name values we have?,EASY,SELECT * FROM auth_group LIMIT 10;,SELECT * FROM table_name LIMIT num;
drawSQL-mysql-export-2026-02-02_wagtail,7,How many auth group permissions do we have?,EASY,SELECT COUNT(*) FROM auth_group;,SELECT COUNT(*) FROM table_name;
drawSQL-mysql-export-2026-02-02_wagtail,8,Show me all of our auth group permissions.,EASY,SELECT * FROM auth_group;,SELECT * FROM table_name;
drawSQL-mysql-export-2026-02-02_wagtail,9,Who are our most active users?,MEDIUM,SELECT * FROM auth_group LIMIT 10;,SELECT * FROM table_name LIMIT num;
drawSQL-mysql-export-2026-02-02_wagtail,10,Show me each auth group along with its related details.,MEDIUM,"SELECT t.*, c.*
FROM auth_group t
LEFT JOIN auth_group_permissions c ON c.group_id = t.id;","SELECT table_alias0.*, table_alias1.* FROM table_name table_alias0 LEFT JOIN table_name table_alias1 ON table_alias1.col_name = table_alias0.id;"
drawSQL-mysql-export-2026-02-02_wagtail,11,Break it down by type or category—how many auth group in each?,MEDIUM,"SELECT name, COUNT(*) as count FROM auth_group GROUP BY name;","SELECT col_name, COUNT(*) as count FROM table_name GROUP BY col_name;"
drawSQL-mysql-export-2026-02-02_wagtail,12,Are there any auth group that don't have a match somewhere else?,MEDIUM,"SELECT * FROM auth_group
WHERE id NOT IN (SELECT DISTINCT group_id FROM auth_group_permissions WHERE group_id IS NOT NULL);",SELECT * FROM table_name WHERE id NOT IN (SELECT DISTINCT col_name FROM table_name WHERE col_name IS NOT NULL);
drawSQL-mysql-export-2026-02-02_wagtail,13,"For each group, what's in the top 3?",MEDIUM,"SELECT * FROM (
  SELECT *, ROW_NUMBER() OVER (PARTITION BY group_id ORDER BY id DESC) as rn
  FROM auth_group_permissions
) WHERE rn <= 3;","SELECT * FROM ( SELECT *, ROW_NUMBER() OVER (PARTITION BY col_name ORDER BY id DESC) as column_alias0 FROM table_name ) WHERE column_alias0 <= num;"
drawSQL-mysql-export-2026-02-02_wagtail,14,Break it down by type or category—how many auth group permissions in each?,MEDIUM,"SELECT name, COUNT(*) as count FROM auth_group GROUP BY name;","SELECT col_name, COUNT(*) as count FROM table_name GROUP BY col_name;"
drawSQL-mysql-export-2026-02-02_wagtail,15,Are there any auth group permissions that don't have a match somewhere else?,MEDIUM,"SELECT * FROM auth_group
WHERE id NOT IN (SELECT DISTINCT group_id FROM auth_group_permissions WHERE group_id IS NOT NULL);",SELECT * FROM table_name WHERE id NOT IN (SELECT DISTINCT col_name FROM table_name WHERE col_name IS NOT NULL);
drawSQL-mysql-export-2026-02-02_wagtail,16,Show me each auth permission along with its related details.,MEDIUM,"SELECT t.*, c.*
FROM auth_group t
LEFT JOIN auth_group_permissions c ON c.group_id = t.id;","SELECT table_alias0.*, table_alias1.* FROM table_name table_alias0 LEFT JOIN table_name table_alias1 ON table_alias1.col_name = table_alias0.id;"
drawSQL-mysql-export-2026-02-02_wagtail,17,I need a report that pulls together info from several different places.,HARD,"SELECT * FROM auth_group_permissions
LEFT JOIN auth_group ON auth_group_permissions.group_id = auth_group.id;",SELECT * FROM table_name LEFT JOIN table_name ON table_name.col_name = table_name.id;
