database_name	id	difficulty_tier	question	sql_query	template	generalized_template
drawSQL-mysql-export-2026-02-02_django	421	MEDIUM	For each group, what are the top 3 auth group?	SELECT * FROM auth_group ORDER BY id DESC LIMIT num;	SELECT * FROM table_name ORDER BY id DESC LIMIT num;	SELECT * FROM variable ORDER BY variable DESC LIMIT variable;
drawSQL-mysql-export-2026-02-02_django	422	MEDIUM	Which auth group have duplicate or repeated values?	WITH grouped AS ( SELECT name, COUNT(*) as cnt FROM auth_group GROUP BY name ) SELECT * FROM grouped WHERE cnt > num ORDER BY cnt DESC;	WITH grouped AS ( SELECT col_name, COUNT(*) as cnt FROM table_name GROUP BY col_name ) SELECT * FROM grouped WHERE cnt > num ORDER BY cnt DESC;	WITH variable AS ( SELECT variable, COUNT(*) AS variable FROM variable GROUP BY variable ) SELECT * FROM variable WHERE variable > variable ORDER BY variable DESC;
drawSQL-mysql-export-2026-02-02_django	423	MEDIUM	Break down the auth group permissions by group_id — how many in each?	SELECT name, COUNT(*) as count FROM auth_group GROUP BY name;	SELECT col_name, COUNT(*) as count FROM table_name GROUP BY col_name;	SELECT variable, COUNT(*) AS COUNT FROM variable GROUP BY variable;
drawSQL-mysql-export-2026-02-02_django	424	MEDIUM	Are there any auth group permissions that don't have a match in related tables?	SELECT * FROM auth_group WHERE id NOT IN (SELECT DISTINCT group_id FROM auth_group_permissions WHERE group_id IS NOT NULL);	SELECT * FROM table_name WHERE id NOT IN (SELECT DISTINCT col_name FROM table_name WHERE col_name IS NOT NULL);	SELECT * FROM variable WHERE variable NOT IN (SELECT DISTINCT variable FROM variable WHERE variable IS NOT NULL);
drawSQL-mysql-export-2026-02-02_django	425	HARD	Pull together a report on auth group joining all related tables.	SELECT * FROM auth_group_permissions LEFT JOIN auth_group ON auth_group_permissions.group_id = auth_group.id LEFT JOIN auth_permission ON auth_group_permissions.permission_id = auth_permission.id;	SELECT * FROM table_name LEFT JOIN table_name ON table_name.col_name = table_name.id LEFT JOIN table_name ON table_name.col_name = table_name.id;	SELECT * FROM variable LEFT JOIN variable ON variable = variable LEFT JOIN variable ON variable = variable;
drawSQL-mysql-export-2026-02-02_django	426	HARD	Who or what is the best in each group of auth group?	SELECT * FROM ( SELECT *, ROW_NUMBER() OVER (PARTITION BY name ORDER BY id DESC) as rn FROM auth_group ) WHERE rn = num;	SELECT * FROM ( SELECT *, ROW_NUMBER() OVER (PARTITION BY col_name ORDER BY id DESC) as column_alias0 FROM table_name ) WHERE column_alias0 = num;	SELECT * FROM ( SELECT *, ROW_NUMBER() OVER (PARTITION BY variable ORDER BY variable DESC) AS variable FROM variable ) WHERE variable = variable;
drawSQL-mysql-export-2026-02-02_django	427	HARD	Which auth group are above average compared to others in their group?	SELECT * FROM auth_group LIMIT num;	SELECT * FROM table_name LIMIT num;	SELECT * FROM variable LIMIT variable;
drawSQL-mysql-export-2026-02-02_django	428	HARD	Do a multi-step analysis: group auth group, filter, then rank the results.	WITH grouped AS ( SELECT name, COUNT(*) as cnt FROM auth_group GROUP BY name ) SELECT * FROM grouped WHERE cnt > num ORDER BY cnt DESC;	WITH grouped AS ( SELECT col_name, COUNT(*) as cnt FROM table_name GROUP BY col_name ) SELECT * FROM grouped WHERE cnt > num ORDER BY cnt DESC;	WITH variable AS ( SELECT variable, COUNT(*) AS variable FROM variable GROUP BY variable ) SELECT * FROM variable WHERE variable > variable ORDER BY variable DESC;
drawSQL-mysql-export-2026-02-02_django	429	HARD	Find auth group that exist in one table but not in a related table.	SELECT * FROM auth_group WHERE id NOT IN (SELECT DISTINCT group_id FROM auth_group_permissions WHERE group_id IS NOT NULL);	SELECT * FROM table_name WHERE id NOT IN (SELECT DISTINCT col_name FROM table_name WHERE col_name IS NOT NULL);	SELECT * FROM variable WHERE variable NOT IN (SELECT DISTINCT variable FROM variable WHERE variable IS NOT NULL);
drawSQL-mysql-export-2026-02-02_django	430	HARD	Combine data from auth_group, auth_group_permissions, and auth_permission in a single report.	SELECT * FROM auth_group LEFT JOIN auth_group_permissions ON auth_group_permissions.id = auth_group.group_id LEFT JOIN auth_permission ON auth_permission.id = auth_group.group_id;	SELECT * FROM table_name LEFT JOIN table_name ON table_name.id = table_name.col_name LEFT JOIN table_name ON table_name.id = table_name.col_name;	SELECT * FROM variable LEFT JOIN variable ON variable = variable LEFT JOIN variable ON variable = variable;
drawSQL-mysql-export-2026-02-02_django	431	HARD	Rank all auth group within their groups and show the top performers.	SELECT *, ROW_NUMBER() OVER (ORDER BY id DESC) as rn FROM auth_group;	SELECT *, ROW_NUMBER() OVER (ORDER BY id DESC) as column_alias0 FROM table_name;	SELECT *, ROW_NUMBER() OVER (ORDER BY variable DESC) AS variable FROM variable;
drawSQL-mysql-export-2026-02-02_django	432	HARD	Pull together a report on auth group permissions joining all related tables.	SELECT * FROM auth_group_permissions LEFT JOIN auth_group ON auth_group_permissions.group_id = auth_group.id LEFT JOIN auth_permission ON auth_group_permissions.permission_id = auth_permission.id;	SELECT * FROM table_name LEFT JOIN table_name ON table_name.col_name = table_name.id LEFT JOIN table_name ON table_name.col_name = table_name.id;	SELECT * FROM variable LEFT JOIN variable ON variable = variable LEFT JOIN variable ON variable = variable;
drawSQL-mysql-export-2026-02-02_flarum	433	EASY	How many users signed up since created_at=date?	SELECT COUNT(*) FROM users WHERE avatar_url >= date('now', '-1 month');	SELECT COUNT(*) FROM table_name WHERE col_name >= date(string, string);	SELECT COUNT(*) FROM variable WHERE variable >= DATE(variable, variable);
drawSQL-mysql-export-2026-02-02_flarum	434	EASY	How many access tokens do we have in total?	SELECT COUNT(*) FROM access_tokens;	SELECT COUNT(*) FROM table_name;	SELECT COUNT(*) FROM variable;
drawSQL-mysql-export-2026-02-02_flarum	435	EASY	Show me all of our access tokens.	SELECT * FROM access_tokens;	SELECT * FROM table_name;	SELECT * FROM variable;
drawSQL-mysql-export-2026-02-02_flarum	436	EASY	Can you look up the access token with id=num?	SELECT * FROM api_keys WHERE id = num;	SELECT * FROM table_name WHERE id = num;	SELECT * FROM variable WHERE variable = variable;
drawSQL-mysql-export-2026-02-02_flarum	437	EASY	How many access tokens were created since created_at=date?	SELECT COUNT(*) FROM access_tokens WHERE created_at >= date('now', '-1 month');	SELECT COUNT(*) FROM table_name WHERE col_name >= date(string, string);	SELECT COUNT(*) FROM variable WHERE variable >= DATE(variable, variable);
drawSQL-mysql-export-2026-02-02_flarum	438	EASY	What are the most recent access tokens ordered by token?	SELECT * FROM access_tokens ORDER BY created_at DESC LIMIT num;	SELECT * FROM table_name ORDER BY col_name DESC LIMIT num;	SELECT * FROM variable ORDER BY variable DESC LIMIT variable;
drawSQL-mysql-export-2026-02-02_flarum	439	EASY	How many api keys do we have in total?	SELECT COUNT(*) FROM api_keys;	SELECT COUNT(*) FROM table_name;	SELECT COUNT(*) FROM variable;
drawSQL-mysql-export-2026-02-02_flarum	440	EASY	Show me all of our api keys.	SELECT * FROM api_keys;	SELECT * FROM table_name;	SELECT * FROM variable;
drawSQL-mysql-export-2026-02-02_flarum	441	MEDIUM	Who are the most active users based on activity count?	SELECT * FROM users ORDER BY created_at DESC LIMIT 10;	SELECT * FROM table_name ORDER BY col_name DESC LIMIT num;	SELECT * FROM variable ORDER BY variable DESC LIMIT variable;
drawSQL-mysql-export-2026-02-02_flarum	442	MEDIUM	How many access tokens were added since created_at=date?	SELECT COUNT(*) FROM access_tokens WHERE created_at >= date('now', '-1 month');	SELECT COUNT(*) FROM table_name WHERE col_name >= date(string, string);	SELECT COUNT(*) FROM variable WHERE variable >= DATE(variable, variable);
drawSQL-mysql-export-2026-02-02_flarum	443	MEDIUM	Break down the access tokens by token — how many in each?	SELECT token, COUNT(*) as count FROM access_tokens GROUP BY token;	SELECT col_name, COUNT(*) as count FROM table_name GROUP BY col_name;	SELECT variable, COUNT(*) AS COUNT FROM variable GROUP BY variable;
drawSQL-mysql-export-2026-02-02_flarum	444	MEDIUM	Are there any access tokens that don't have a match in related tables?	SELECT * FROM access_tokens LIMIT num;	SELECT * FROM table_name LIMIT num;	SELECT * FROM variable LIMIT variable;
drawSQL-mysql-export-2026-02-02_flarum	445	MEDIUM	For each group, what are the top 3 access tokens?	SELECT * FROM access_tokens ORDER BY id DESC LIMIT num;	SELECT * FROM table_name ORDER BY id DESC LIMIT num;	SELECT * FROM variable ORDER BY variable DESC LIMIT variable;
drawSQL-mysql-export-2026-02-02_flarum	446	MEDIUM	How did the number of access tokens change month over month?	SELECT strftime('%Y-%m', created_at) as period, COUNT(*) as count FROM access_tokens WHERE created_at >= date('now', '-2 months') GROUP BY period ORDER BY period;	SELECT strftime(string, col_name) as column_alias0, column_alias1(*) as column_alias1 FROM table_name WHERE col_name >= date(string, string) GROUP BY column_alias0 ORDER BY column_alias0;	SELECT STRFTIME(variable, variable) AS variable, variable(*) AS variable FROM variable WHERE variable >= DATE(variable, variable) GROUP BY variable ORDER BY variable;
drawSQL-mysql-export-2026-02-02_flarum	447	MEDIUM	Which access tokens have duplicate or repeated values?	WITH grouped AS ( SELECT token, COUNT(*) as cnt FROM access_tokens GROUP BY token ) SELECT * FROM grouped WHERE cnt > num ORDER BY cnt DESC;	WITH grouped AS ( SELECT col_name, COUNT(*) as cnt FROM table_name GROUP BY col_name ) SELECT * FROM grouped WHERE cnt > num ORDER BY cnt DESC;	WITH variable AS ( SELECT variable, COUNT(*) AS variable FROM variable GROUP BY variable ) SELECT * FROM variable WHERE variable > variable ORDER BY variable DESC;
drawSQL-mysql-export-2026-02-02_flarum	448	MEDIUM	How many api keys were added since created_at=date?	SELECT COUNT(*) FROM api_keys WHERE created_at >= date('now', '-1 month');	SELECT COUNT(*) FROM table_name WHERE col_name >= date(string, string);	SELECT COUNT(*) FROM variable WHERE variable >= DATE(variable, variable);
drawSQL-mysql-export-2026-02-02_flarum	449	HARD	Pull together a report on access tokens joining all related tables.	SELECT * FROM access_tokens LEFT JOIN users ON access_tokens.user_id = users.id;	SELECT * FROM table_name LEFT JOIN table_name ON table_name.col_name = table_name.id;	SELECT * FROM variable LEFT JOIN variable ON variable = variable;
drawSQL-mysql-export-2026-02-02_flarum	450	HARD	Who or what is the best in each group of access tokens?	SELECT * FROM ( SELECT *, ROW_NUMBER() OVER (PARTITION BY user_id ORDER BY id DESC) as rn FROM access_tokens ) WHERE rn = num;	SELECT * FROM ( SELECT *, ROW_NUMBER() OVER (PARTITION BY col_name ORDER BY id DESC) as column_alias0 FROM table_name ) WHERE column_alias0 = num;	SELECT * FROM ( SELECT *, ROW_NUMBER() OVER (PARTITION BY variable ORDER BY variable DESC) AS variable FROM variable ) WHERE variable = variable;
drawSQL-mysql-export-2026-02-02_flarum	451	HARD	Which access tokens are above average compared to others in their group?	SELECT strftime('%Y-%m', created_at) as period, COUNT(*) as count FROM access_tokens WHERE created_at >= date('now', '-2 months') GROUP BY period ORDER BY period;	SELECT strftime(string, col_name) as column_alias0, column_alias1(*) as column_alias1 FROM table_name WHERE col_name >= date(string, string) GROUP BY column_alias0 ORDER BY column_alias0;	SELECT STRFTIME(variable, variable) AS variable, variable(*) AS variable FROM variable WHERE variable >= DATE(variable, variable) GROUP BY variable ORDER BY variable;
drawSQL-mysql-export-2026-02-02_flarum	452	HARD	Do a multi-step analysis: group access tokens, filter, then rank the results.	WITH grouped AS ( SELECT user_id, COUNT(*) as cnt FROM access_tokens GROUP BY user_id ) SELECT * FROM grouped WHERE cnt > num ORDER BY cnt DESC;	WITH grouped AS ( SELECT col_name, COUNT(*) as cnt FROM table_name GROUP BY col_name ) SELECT * FROM grouped WHERE cnt > num ORDER BY cnt DESC;	WITH variable AS ( SELECT variable, COUNT(*) AS variable FROM variable GROUP BY variable ) SELECT * FROM variable WHERE variable > variable ORDER BY variable DESC;
drawSQL-mysql-export-2026-02-02_flarum	453	HARD	Show the running total of access tokens over time based on created_at.	SELECT *, COUNT(*) OVER (ORDER BY created_at) as running_count FROM access_tokens ORDER BY created_at;	SELECT *, COUNT(*) OVER (ORDER BY col_name) as column_alias0 FROM table_name ORDER BY col_name;	SELECT *, COUNT(*) OVER (ORDER BY variable) AS variable FROM variable ORDER BY variable;
drawSQL-mysql-export-2026-02-02_flarum	454	HARD	Find access tokens that exist in one table but not in a related table.	SELECT * FROM access_tokens LIMIT num;	SELECT * FROM table_name LIMIT num;	SELECT * FROM variable LIMIT variable;
drawSQL-mysql-export-2026-02-02_flarum	455	HARD	Combine data from access_tokens, api_keys, and discussion_tag in a single report.	SELECT * FROM access_tokens LEFT JOIN api_keys ON api_keys.id = access_tokens.id LEFT JOIN discussion_tag ON discussion_tag.id = access_tokens.id;	SELECT * FROM table_name LEFT JOIN table_name ON table_name.id = table_name.id LEFT JOIN table_name ON table_name.id = table_name.id;	SELECT * FROM variable LEFT JOIN variable ON variable = variable LEFT JOIN variable ON variable = variable;
drawSQL-mysql-export-2026-02-02_flarum	456	HARD	Rank all access tokens within their groups and show the top performers.	SELECT *, ROW_NUMBER() OVER (ORDER BY id DESC) as rn FROM access_tokens;	SELECT *, ROW_NUMBER() OVER (ORDER BY id DESC) as column_alias0 FROM table_name;	SELECT *, ROW_NUMBER() OVER (ORDER BY variable DESC) AS variable FROM variable;
drawSQL-mysql-export-2026-02-02_healthchecks	457	EASY	How many users signed up since created_at=date?	SELECT COUNT(*) FROM auth_user WHERE date_joined >= date('now', '-1 month');	SELECT COUNT(*) FROM table_name WHERE col_name >= date(string, string);	SELECT COUNT(*) FROM variable WHERE variable >= DATE(variable, variable);
drawSQL-mysql-export-2026-02-02_healthchecks	458	EASY	How many members are on each team?	SELECT user_id, COUNT(*) as member_count FROM accounts_member GROUP BY user_id;	SELECT col_name, COUNT(*) as member_count FROM table_name GROUP BY col_name;	SELECT variable, COUNT(*) AS variable FROM variable GROUP BY variable;
drawSQL-mysql-export-2026-02-02_healthchecks	459	EASY	How many accounts profile do we have in total?	SELECT COUNT(*) FROM accounts_profile;	SELECT COUNT(*) FROM table_name;	SELECT COUNT(*) FROM variable;
drawSQL-mysql-export-2026-02-02_healthchecks	460	EASY	Show me all of our accounts profile.	SELECT * FROM accounts_profile;	SELECT * FROM table_name;	SELECT * FROM variable;
drawSQL-mysql-export-2026-02-02_healthchecks	461	EASY	Can you look up the accounts profile with id=num?	SELECT * FROM accounts_profile WHERE id = num;	SELECT * FROM table_name WHERE id = num;	SELECT * FROM variable WHERE variable = variable;
drawSQL-mysql-export-2026-02-02_healthchecks	462	EASY	How many accounts profile were created since next_report_date=date?	SELECT COUNT(*) FROM accounts_profile WHERE next_report_date >= date('now', '-1 month');	SELECT COUNT(*) FROM table_name WHERE col_name >= date(string, string);	SELECT COUNT(*) FROM variable WHERE variable >= DATE(variable, variable);
drawSQL-mysql-export-2026-02-02_healthchecks	463	EASY	What are the most recent accounts profile ordered by next_report_date?	SELECT * FROM accounts_profile ORDER BY next_report_date DESC LIMIT num;	SELECT * FROM table_name ORDER BY col_name DESC LIMIT num;	SELECT * FROM variable ORDER BY variable DESC LIMIT variable;
drawSQL-mysql-export-2026-02-02_healthchecks	464	EASY	How many accounts project do we have in total?	SELECT COUNT(*) FROM accounts_project;	SELECT COUNT(*) FROM table_name;	SELECT COUNT(*) FROM variable;
drawSQL-mysql-export-2026-02-02_healthchecks	465	MEDIUM	Who are the most active users based on activity count?	SELECT * FROM auth_user ORDER BY created_at DESC LIMIT 10;	SELECT * FROM table_name ORDER BY created_at DESC LIMIT num;	SELECT * FROM variable ORDER BY variable DESC LIMIT variable;
drawSQL-mysql-export-2026-02-02_healthchecks	466	MEDIUM	How many accounts profile were added since next_report_date=date?	SELECT COUNT(*) FROM accounts_profile WHERE next_report_date >= date('now', '-1 month');	SELECT COUNT(*) FROM table_name WHERE col_name >= date(string, string);	SELECT COUNT(*) FROM variable WHERE variable >= DATE(variable, variable);
drawSQL-mysql-export-2026-02-02_healthchecks	467	MEDIUM	Break down the accounts profile by next_report_date — how many in each?	SELECT next_report_date, COUNT(*) as count FROM accounts_profile GROUP BY next_report_date;	SELECT col_name, COUNT(*) as count FROM table_name GROUP BY col_name;	SELECT variable, COUNT(*) AS COUNT FROM variable GROUP BY variable;
drawSQL-mysql-export-2026-02-02_healthchecks	468	MEDIUM	Are there any accounts profile that don't have a match in related tables?	SELECT * FROM accounts_profile LIMIT num;	SELECT * FROM table_name LIMIT num;	SELECT * FROM variable LIMIT variable;
drawSQL-mysql-export-2026-02-02_healthchecks	469	MEDIUM	For each group, what are the top 3 accounts profile?	SELECT * FROM accounts_profile ORDER BY id DESC LIMIT num;	SELECT * FROM table_name ORDER BY id DESC LIMIT num;	SELECT * FROM variable ORDER BY variable DESC LIMIT variable;
drawSQL-mysql-export-2026-02-02_healthchecks	470	MEDIUM	How did the number of accounts profile change month over month?	SELECT strftime('%Y-%m', next_report_date) as period, COUNT(*) as count FROM accounts_profile WHERE next_report_date >= date('now', '-2 months') GROUP BY period ORDER BY period;	SELECT strftime(string, col_name) as column_alias0, column_alias1(*) as column_alias1 FROM table_name WHERE col_name >= date(string, string) GROUP BY column_alias0 ORDER BY column_alias0;	SELECT STRFTIME(variable, variable) AS variable, variable(*) AS variable FROM variable WHERE variable >= DATE(variable, variable) GROUP BY variable ORDER BY variable;
drawSQL-mysql-export-2026-02-02_healthchecks	471	MEDIUM	Which accounts profile have duplicate or repeated values?	WITH grouped AS ( SELECT next_report_date, COUNT(*) as cnt FROM accounts_profile GROUP BY next_report_date ) SELECT * FROM grouped WHERE cnt > num ORDER BY cnt DESC;	WITH grouped AS ( SELECT col_name, COUNT(*) as cnt FROM table_name GROUP BY col_name ) SELECT * FROM grouped WHERE cnt > num ORDER BY cnt DESC;	WITH variable AS ( SELECT variable, COUNT(*) AS variable FROM variable GROUP BY variable ) SELECT * FROM variable WHERE variable > variable ORDER BY variable DESC;
drawSQL-mysql-export-2026-02-02_healthchecks	472	MEDIUM	Show me each accounts project along with its related details from other tables.	SELECT t.*, c.* FROM accounts_project t LEFT JOIN accounts_member c ON c.project_id = t.id;	SELECT table_alias0.*, table_alias1.* FROM table_name table_alias0 LEFT JOIN table_name table_alias1 ON table_alias1.col_name = table_alias0.id;	SELECT variable.*, variable.* FROM variable variable LEFT JOIN variable variable ON variable = variable;
drawSQL-mysql-export-2026-02-02_healthchecks	473	HARD	Pull together a report on accounts profile joining all related tables.	SELECT * FROM accounts_project LEFT JOIN api_check ON accounts_project.owner_id = api_check.id;	SELECT * FROM table_name LEFT JOIN table_name ON table_name.col_name = table_name.id;	SELECT * FROM variable LEFT JOIN variable ON variable = variable;
drawSQL-mysql-export-2026-02-02_healthchecks	474	HARD	Who or what is the best in each group of accounts profile?	SELECT * FROM ( SELECT *, ROW_NUMBER() OVER (PARTITION BY next_report_date ORDER BY id DESC) as rn FROM accounts_profile ) WHERE rn = num;	SELECT * FROM ( SELECT *, ROW_NUMBER() OVER (PARTITION BY col_name ORDER BY id DESC) as column_alias0 FROM table_name ) WHERE column_alias0 = num;	SELECT * FROM ( SELECT *, ROW_NUMBER() OVER (PARTITION BY variable ORDER BY variable DESC) AS variable FROM variable ) WHERE variable = variable;
drawSQL-mysql-export-2026-02-02_healthchecks	475	HARD	Which accounts profile are above average compared to others in their group?	SELECT strftime('%Y-%m', next_report_date) as period, COUNT(*) as count FROM accounts_profile WHERE next_report_date >= date('now', '-2 months') GROUP BY period ORDER BY period;	SELECT strftime(string, col_name) as column_alias0, column_alias1(*) as column_alias1 FROM table_name WHERE col_name >= date(string, string) GROUP BY column_alias0 ORDER BY column_alias0;	SELECT STRFTIME(variable, variable) AS variable, variable(*) AS variable FROM variable WHERE variable >= DATE(variable, variable) GROUP BY variable ORDER BY variable;
drawSQL-mysql-export-2026-02-02_healthchecks	476	HARD	Do a multi-step analysis: group accounts profile, filter, then rank the results.	WITH grouped AS ( SELECT next_report_date, COUNT(*) as cnt FROM accounts_profile GROUP BY next_report_date ) SELECT * FROM grouped WHERE cnt > num ORDER BY cnt DESC;	WITH grouped AS ( SELECT col_name, COUNT(*) as cnt FROM table_name GROUP BY col_name ) SELECT * FROM grouped WHERE cnt > num ORDER BY cnt DESC;	WITH variable AS ( SELECT variable, COUNT(*) AS variable FROM variable GROUP BY variable ) SELECT * FROM variable WHERE variable > variable ORDER BY variable DESC;
drawSQL-mysql-export-2026-02-02_healthchecks	477	HARD	Show the running total of accounts profile over time based on next_report_date.	SELECT *, COUNT(*) OVER (ORDER BY next_report_date) as running_count FROM accounts_profile ORDER BY next_report_date;	SELECT *, COUNT(*) OVER (ORDER BY col_name) as column_alias0 FROM table_name ORDER BY col_name;	SELECT *, COUNT(*) OVER (ORDER BY variable) AS variable FROM variable ORDER BY variable;
drawSQL-mysql-export-2026-02-02_healthchecks	478	HARD	Find accounts profile that exist in one table but not in a related table.	SELECT * FROM accounts_profile LIMIT num;	SELECT * FROM table_name LIMIT num;	SELECT * FROM variable LIMIT variable;
drawSQL-mysql-export-2026-02-02_healthchecks	479	HARD	Combine data from accounts_profile, accounts_project, and accounts_member in a single report.	SELECT * FROM accounts_profile LEFT JOIN accounts_project ON accounts_project.id = accounts_profile.project_id LEFT JOIN accounts_member ON accounts_member.id = accounts_profile.id;	SELECT * FROM table_name LEFT JOIN table_name ON table_name.id = table_name.col_name LEFT JOIN table_name ON table_name.id = table_name.id;	SELECT * FROM variable LEFT JOIN variable ON variable = variable LEFT JOIN variable ON variable = variable;
drawSQL-mysql-export-2026-02-02_healthchecks	480	HARD	Rank all accounts profile within their groups and show the top performers.	SELECT *, ROW_NUMBER() OVER (ORDER BY id DESC) as rn FROM accounts_profile;	SELECT *, ROW_NUMBER() OVER (ORDER BY id DESC) as column_alias0 FROM table_name;	SELECT *, ROW_NUMBER() OVER (ORDER BY variable DESC) AS variable FROM variable;
drawSQL-mysql-export-2026-02-02_monica	481	EASY	How many users signed up since created_at=date?	SELECT COUNT(*) FROM users WHERE created_at >= date('now', '-1 month');	SELECT COUNT(*) FROM table_name WHERE col_name >= date(string, string);	SELECT COUNT(*) FROM variable WHERE variable >= DATE(variable, variable);
drawSQL-mysql-export-2026-02-02_monica	482	EASY	How many members are on each team?	SELECT * FROM accounts LIMIT num;	SELECT * FROM table_name LIMIT num;	SELECT * FROM variable LIMIT variable;
drawSQL-mysql-export-2026-02-02_monica	483	EASY	How many accounts do we have in total?	SELECT COUNT(*) FROM accounts;	SELECT COUNT(*) FROM table_name;	SELECT COUNT(*) FROM variable;
drawSQL-mysql-export-2026-02-02_monica	484	EASY	Show me all of our accounts.	SELECT * FROM accounts;	SELECT * FROM table_name;	SELECT * FROM variable;
drawSQL-mysql-export-2026-02-02_monica	485	EASY	Can you look up the account with id=num?	SELECT * FROM accounts WHERE id = num;	SELECT * FROM table_name WHERE id = num;	SELECT * FROM variable WHERE variable = variable;
drawSQL-mysql-export-2026-02-02_monica	486	EASY	How many accounts were created since created_at=date?	SELECT COUNT(*) FROM accounts WHERE created_at >= date('now', '-1 month');	SELECT COUNT(*) FROM table_name WHERE col_name >= date(string, string);	SELECT COUNT(*) FROM variable WHERE variable >= DATE(variable, variable);
drawSQL-mysql-export-2026-02-02_monica	487	EASY	What are the most recent accounts ordered by has_access_to_paid_version_for_free?	SELECT * FROM accounts ORDER BY created_at DESC LIMIT num;	SELECT * FROM table_name ORDER BY col_name DESC LIMIT num;	SELECT * FROM variable ORDER BY variable DESC LIMIT variable;
drawSQL-mysql-export-2026-02-02_monica	488	EASY	How many activities do we have in total?	SELECT COUNT(*) FROM activities;	SELECT COUNT(*) FROM table_name;	SELECT COUNT(*) FROM variable;
drawSQL-mysql-export-2026-02-02_monica	489	MEDIUM	Who are the most active users based on activity count?	SELECT * FROM users ORDER BY created_at DESC LIMIT 10;	SELECT * FROM table_name ORDER BY col_name DESC LIMIT num;	SELECT * FROM variable ORDER BY variable DESC LIMIT variable;
drawSQL-mysql-export-2026-02-02_monica	490	MEDIUM	Show me each account along with its related details from other tables.	SELECT t.*, c.* FROM accounts t LEFT JOIN activities c ON c.account_id = t.id;	SELECT table_alias0.*, table_alias1.* FROM table_name table_alias0 LEFT JOIN table_name table_alias1 ON table_alias1.col_name = table_alias0.id;	SELECT variable.*, variable.* FROM variable variable LEFT JOIN variable variable ON variable = variable;
drawSQL-mysql-export-2026-02-02_monica	491	MEDIUM	How many accounts were added since created_at=date?	SELECT COUNT(*) FROM accounts WHERE created_at >= date('now', '-1 month');	SELECT COUNT(*) FROM table_name WHERE col_name >= date(string, string);	SELECT COUNT(*) FROM variable WHERE variable >= DATE(variable, variable);
drawSQL-mysql-export-2026-02-02_monica	492	MEDIUM	Break down the accounts by has_access_to_paid_version_for_free — how many in each?	SELECT has_access_to_paid_version_for_free, COUNT(*) as count FROM accounts GROUP BY has_access_to_paid_version_for_free;	SELECT col_name, COUNT(*) as count FROM table_name GROUP BY col_name;	SELECT variable, COUNT(*) AS COUNT FROM variable GROUP BY variable;
drawSQL-mysql-export-2026-02-02_monica	493	MEDIUM	Are there any accounts that don't have a match in related tables?	SELECT * FROM accounts WHERE id NOT IN (SELECT DISTINCT account_id FROM activities WHERE account_id IS NOT NULL);	SELECT * FROM table_name WHERE id NOT IN (SELECT DISTINCT col_name FROM table_name WHERE col_name IS NOT NULL);	SELECT * FROM variable WHERE variable NOT IN (SELECT DISTINCT variable FROM variable WHERE variable IS NOT NULL);
drawSQL-mysql-export-2026-02-02_monica	494	MEDIUM	For each group, what are the top 3 accounts?	SELECT * FROM accounts ORDER BY id DESC LIMIT num;	SELECT * FROM table_name ORDER BY id DESC LIMIT num;	SELECT * FROM variable ORDER BY variable DESC LIMIT variable;
drawSQL-mysql-export-2026-02-02_monica	495	MEDIUM	How did the number of accounts change month over month?	SELECT strftime('%Y-%m', created_at) as period, COUNT(*) as count FROM accounts WHERE created_at >= date('now', '-2 months') GROUP BY period ORDER BY period;	SELECT strftime(string, col_name) as column_alias0, column_alias1(*) as column_alias1 FROM table_name WHERE col_name >= date(string, string) GROUP BY column_alias0 ORDER BY column_alias0;	SELECT STRFTIME(variable, variable) AS variable, variable(*) AS variable FROM variable WHERE variable >= DATE(variable, variable) GROUP BY variable ORDER BY variable;
drawSQL-mysql-export-2026-02-02_monica	496	MEDIUM	Which accounts have duplicate or repeated values?	WITH grouped AS ( SELECT has_access_to_paid_version_for_free, COUNT(*) as cnt FROM accounts GROUP BY has_access_to_paid_version_for_free ) SELECT * FROM grouped WHERE cnt > num ORDER BY cnt DESC;	WITH grouped AS ( SELECT col_name, COUNT(*) as cnt FROM table_name GROUP BY col_name ) SELECT * FROM grouped WHERE cnt > num ORDER BY cnt DESC;	WITH variable AS ( SELECT variable, COUNT(*) AS variable FROM variable GROUP BY variable ) SELECT * FROM variable WHERE variable > variable ORDER BY variable DESC;
drawSQL-mysql-export-2026-02-02_monica	497	HARD	Pull together a report on accounts joining all related tables.	SELECT * FROM activities LEFT JOIN accounts ON activities.account_id = accounts.id;	SELECT * FROM table_name LEFT JOIN table_name ON table_name.col_name = table_name.id;	SELECT * FROM variable LEFT JOIN variable ON variable = variable;
drawSQL-mysql-export-2026-02-02_monica	498	HARD	Who or what is the best in each group of accounts?	SELECT * FROM ( SELECT *, ROW_NUMBER() OVER (PARTITION BY has_access_to_paid_version_for_free ORDER BY id DESC) as rn FROM accounts ) WHERE rn = num;	SELECT * FROM ( SELECT *, ROW_NUMBER() OVER (PARTITION BY col_name ORDER BY id DESC) as column_alias0 FROM table_name ) WHERE column_alias0 = num;	SELECT * FROM ( SELECT *, ROW_NUMBER() OVER (PARTITION BY variable ORDER BY variable DESC) AS variable FROM variable ) WHERE variable = variable;
